bubble_volume_m3,distance_km,velocity_c,total_energy_J,passenger_jet_energy_J,energy_ratio,travel_time_minutes
1.0,1.0,0.01,5.882419105663732e+31,1040000000000.0,5.656172216984358e+19,5.559401586635868e-06
